Sno,link,Author,Title,Posted,Filename,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,Topic19,Topic20,Topic21,Topic22,Topic23,Topic24,Topic25,Topic26,Topic27,Topic28,Topic29,Topic30,Topic31
258,http://www.ted.com/talks/marco_tempest_the_magic_of_truth_and_lies_on_ipods/transcript,Marco Tempest, The magic of truth and lies (and iPods) , Aug 2011 ,marco_tempest_the_magic_of_truth_and_lies_on_ipods.txt,,Art,Design,Entertainment,Illusion,Magic,Music,Technology,,,,,,,,,,,,,,,,,,,,,,,
259,http://www.ted.com/talks/lucianne_walkowicz_finding_planets_around_other_stars/transcript,Lucianne Walkowicz, Finding planets around other stars , Aug 2011 ,lucianne_walkowicz_finding_planets_around_other_stars.txt,,TED,Fellows,Exploration,Science,Technology,Universe,,,,,,,,,,,,,,,,,,,,,,,,
260,http://www.ted.com/talks/jeremy_gilley_one_day_of_peace/transcript,Jeremy Gilley, One day of peace , Aug 2011 ,jeremy_gilley_one_day_of_peace.txt,,Activism,Collaboration,Global,issues,Nonviolence,Peace,War,,,,,,,,,,,,,,,,,,,,,,,
261,http://www.ted.com/talks/alex_steffen/transcript,Alex Steffen, The shareable future of cities , Aug 2011 ,alex_steffen.txt,,Architecture,Cities,Collaboration,Design,Energy,Environment,Green,Infrastructure,Technology,,,,,,,,,,,,,,,,,,,,,
262,http://www.ted.com/talks/jessica_green_are_we_filtering_the_wrong_microbes/transcript,Jessica Green, Are we filtering the wrong microbes? , Aug 2011 ,jessica_green_are_we_filtering_the_wrong_microbes.txt,,TED,Fellows,Health,Microbiology,Science,,,,,,,,,,,,,,,,,,,,,,,,,
263,http://www.ted.com/talks/mark_pagel_how_language_transformed_humanity/transcript,Mark Pagel, How language transformed humanity , Aug 2011 ,mark_pagel_how_language_transformed_humanity.txt,,Biology,Communication,Culture,Evolution,Language,Science,,,,,,,,,,,,,,,,,,,,,,,,
264,http://www.ted.com/talks/harald_haas_wireless_data_from_every_light_bulb/transcript,Harald Haas, Wireless data from every light bulb , Aug 2011 ,harald_haas_wireless_data_from_every_light_bulb.txt,,Internet,Cities,Invention,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,
265,http://www.ted.com/talks/adam_ostrow_after_your_final_status_update/transcript,Adam Ostrow, After your final status update , Aug 2011 ,adam_ostrow_after_your_final_status_update.txt,,Consciousness,Culture,Self,Social,change,Social,media,Technology,,,,,,,,,,,,,,,,,,,,,,
266,http://www.ted.com/talks/julian_treasure_5_ways_to_listen_better/transcript,Julian Treasure, 5 ways to listen better , Jul 2011 ,julian_treasure_5_ways_to_listen_better.txt,,Culture,Relationships,Social,change,Sound,,,,,,,,,,,,,,,,,,,,,,,,,
267,http://www.ted.com/talks/josette_sheeran_ending_hunger_now/transcript,Josette Sheeran, Ending hunger now , Jul 2011 ,josette_sheeran_ending_hunger_now.txt,,Culture,Economics,Food,Global,issues,Peace,Politics,War,,,,,,,,,,,,,,,,,,,,,,
268,http://www.ted.com/talks/paul_bloom_the_origins_of_pleasure/transcript,Paul Bloom, The origins of pleasure , Jul 2011 ,paul_bloom_the_origins_of_pleasure.txt,,Happiness,Philosophy,Psychology,Science,,,,,,,,,,,,,,,,,,,,,,,,,,
269,http://www.ted.com/talks/geoffrey_west_the_surprising_math_of_cities_and_corporations/transcript,Geoffrey West, The surprising math of cities and corporations , Jul 2011 ,geoffrey_west_the_surprising_math_of_cities_and_corporations.txt,,Biology,Business,Cities,Complexity,Infrastructure,Math,Science,,,,,,,,,,,,,,,,,,,,,,,
270,http://www.ted.com/talks/rory_stewart_time_to_end_the_war_in_afghanistan/transcript,Rory Stewart, Time to end the war in Afghanistan , Jul 2011 ,rory_stewart_time_to_end_the_war_in_afghanistan.txt,,Foreign,Policy,Middle,East,Global,issues,Military,Peace,Politics,War,,,,,,,,,,,,,,,,,,,,
271,http://www.ted.com/talks/a_robot_that_flies_like_a_bird/transcript,Markus Fischer, A robot that flies like a bird , Jul 2011 ,a_robot_that_flies_like_a_bird.txt,,Animals,Biomechanics,Biomimicry,Design,Robots,Technology,,,,,,,,,,,,,,,,,,,,,,,,
272,http://www.ted.com/talks/kevin_slavin_how_algorithms_shape_our_world/transcript,Kevin Slavin, How algorithms shape our world , Jul 2011 ,kevin_slavin_how_algorithms_shape_our_world.txt,,Complexity,Computers,Social,change,Technology,,,,,,,,,,,,,,,,,,,,,,,,,
273,http://www.ted.com/talks/thandie_newton_embracing_otherness_embracing_myself/transcript,Thandie Newton," Embracing otherness, embracing myself ", Jul 2011 ,thandie_newton_embracing_otherness_embracing_myself.txt,,Culture,Entertainment,Film,Psychology,Self,,,,,,,,,,,,,,,,,,,,,,,,,
274,http://www.ted.com/talks/mikko_hypponen_fighting_viruses_defending_the_net/transcript,Mikko Hypponen," Fighting viruses, defending the net ", Jul 2011 ,mikko_hypponen_fighting_viruses_defending_the_net.txt,,Internet,TEDx,Computers,Crime,Global,issues,Technology,Virus,,,,,,,,,,,,,,,,,,,,,,
275,http://www.ted.com/talks/nadia_al_sakkaf_see_yemen_through_my_eyes/transcript,Nadia Al-Sakkaf, See Yemen through my eyes , Jul 2011 ,nadia_al_sakkaf_see_yemen_through_my_eyes.txt,,Communication,Global,issues,Journalism,Politics,War,Women,,,,,,,,,,,,,,,,,,,,,,,
276,http://www.ted.com/talks/tim_harford/transcript,Tim Harford," Trial, error and the God complex ", Jul 2011 ,tim_harford.txt,,Business,Creativity,Culture,Society,,,,,,,,,,,,,,,,,,,,,,,,,,
277,http://www.ted.com/talks/maajid_nawaz_a_global_culture_to_fight_extremism/transcript,Maajid Nawaz, A global culture to fight extremism , Jul 2011 ,maajid_nawaz_a_global_culture_to_fight_extremism.txt,,Culture,Democracy,Global,issues,Politics,,,,,,,,,,,,,,,,,,,,,,,,,
278,http://www.ted.com/talks/rebecca_mackinnon_let_s_take_back_the_internet/transcript,Rebecca MacKinnon, Let's take back the Internet! , Jul 2011 ,rebecca_mackinnon_let_s_take_back_the_internet.txt,,Surveillance,Culture,Politics,Protests,Social,media,,,,,,,,,,,,,,,,,,,,,,,,
279,http://www.ted.com/talks/iain_hutchison_saving_faces/transcript,Iain Hutchison, Saving faces: A facial surgeon's craft , Feb 2011 ,iain_hutchison_saving_faces.txt,,Surgery,Body,language,Community,Culture,Design,Medical,research,Science,Science,and,art,,,,,,,,,,,,,,,,,,
280,http://www.ted.com/talks/arthur_potts_dawson_a_vision_for_sustainable_restaurants/transcript,Arthur Potts Dawson, A vision for sustainable restaurants , Dec 2010 ,arthur_potts_dawson_a_vision_for_sustainable_restaurants.txt,,Business,Cities,Culture,Entertainment,Food,Global,issues,Sustainability,,,,,,,,,,,,,,,,,,,,,,
281,http://www.ted.com/talks/marcel_dicke_why_not_eat_insects/transcript,Marcel Dicke, Why not eat insects? , Dec 2010 ,marcel_dicke_why_not_eat_insects.txt,,Agriculture,Environment,Food,Health,Insects,,,,,,,,,,,,,,,,,,,,,,,,,
282,http://www.ted.com/talks/zainab_salbi/transcript,Zainab Salbi," Women, wartime and the dream of peace ", Nov 2010 ,zainab_salbi.txt,,Drones,Global,issues,Iraq,Politics,War,Women,,,,,,,,,,,,,,,,,,,,,,,
283,http://www.ted.com/talks/john_hardy_my_green_school_dream/transcript,John Hardy, My green school dream , Nov 2010 ,john_hardy_my_green_school_dream.txt,,Culture,Design,Education,Green,,,,,,,,,,,,,,,,,,,,,,,,,,
284,http://www.ted.com/talks/conrad_wolfram_teaching_kids_real_math_with_computers/transcript,Conrad Wolfram, Teaching kids real math with computers , Nov 2010 ,conrad_wolfram_teaching_kids_real_math_with_computers.txt,,Code,Computers,Education,Math,Technology,,,,,,,,,,,,,,,,,,,,,,,,,
285,http://www.ted.com/talks/eric_berlow_how_complexity_leads_to_simplicity/transcript,Eric Berlow, Simplifying complexity , Nov 2010 ,eric_berlow_how_complexity_leads_to_simplicity.txt,,TED,Fellows,Complexity,Design,Science,Simplicity,,,,,,,,,,,,,,,,,,,,,,,,
286,http://www.ted.com/talks/auret_van_heerden_making_global_labor_fair/transcript,Auret van Heerden, Making global labor fair , Nov 2010 ,auret_van_heerden_making_global_labor_fair.txt,,Big,problems,Business,Global,issues,Inequality,Law,Work,,,,,,,,,,,,,,,,,,,,,,
287,http://www.ted.com/talks/stefan_wolff_the_path_to_ending_ethnic_conflicts/transcript,Stefan Wolff, The path to ending ethnic conflicts , Nov 2010 ,stefan_wolff_the_path_to_ending_ethnic_conflicts.txt,,Africa,Iraq,Peace,Politics,Violence,War,,,,,,,,,,,,,,,,,,,,,,,,
288,http://www.ted.com/talks/emily_pilloton_teaching_design_for_change/transcript,Emily Pilloton, Teaching design for change , Nov 2010 ,emily_pilloton_teaching_design_for_change.txt,,Design,Education,Poverty,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,http://www.ted.com/talks/gero_miesenboeck/transcript,Gero Miesenboeck, Re-engineering the brain , Nov 2010 ,gero_miesenboeck.txt,,Biology,Brain,Neuroscience,Science,,,,,,,,,,,,,,,,,,,,,,,,,,
290,http://www.ted.com/talks/david_bismark_e_voting_without_fraud/transcript,David Bismark, E-voting without fraud , Nov 2010 ,david_bismark_e_voting_without_fraud.txt,,Culture,Democracy,Design,Global,issues,Government,Politics,Technology,,,,,,,,,,,,,,,,,,,,,,
291,http://www.ted.com/talks/tom_chatfield_7_ways_games_reward_the_brain/transcript,Tom Chatfield, 7 ways games reward the brain , Nov 2010 ,tom_chatfield_7_ways_games_reward_the_brain.txt,,Culture,Education,Entertainment,Gaming,Technology,,,,,,,,,,,,,,,,,,,,,,,,,
292,http://www.ted.com/talks/joseph_nye_on_global_power_shifts/transcript,Joseph Nye, Global power shifts , Oct 2010 ,joseph_nye_on_global_power_shifts.txt,,China,Culture,Economics,Global,issues,Government,Peace,Politics,War,,,,,,,,,,,,,,,,,,,,,
293,http://www.ted.com/talks/r_a_mashelkar_breakthrough_designs_for_ultra_low_cost_products/transcript,R.A. Mashelkar, Breakthrough designs for ultra-low-cost products , Oct 2010 ,r_a_mashelkar_breakthrough_designs_for_ultra_low_cost_products.txt,,Business,Design,Economics,Industrial,design,Technology,,,,,,,,,,,,,,,,,,,,,,,,
294,http://www.ted.com/talks/patrick_chappatte_the_power_of_cartoons/transcript,Patrick Chappatte, The power of cartoons , Oct 2010 ,patrick_chappatte_the_power_of_cartoons.txt,,Art,Media,News,Politics,War,,,,,,,,,,,,,,,,,,,,,,,,,
295,http://www.ted.com/talks/heribert_watzke_the_brain_in_your_gut/transcript,Heribert Watzke, The brain in your gut , Oct 2010 ,heribert_watzke_the_brain_in_your_gut.txt,,Biology,Food,Science,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,
296,http://www.ted.com/talks/jessica_jackley_poverty_money_and_love/transcript,Jessica Jackley," Poverty, money — and love ", Oct 2010 ,jessica_jackley_poverty_money_and_love.txt,,Business,Entrepreneur,Global,issues,Poverty,Social,change,Women,in,business,,,,,,,,,,,,,,,,,,,,
297,http://www.ted.com/talks/stefano_mancuso_the_roots_of_plant_intelligence/transcript,Stefano Mancuso, The roots of plant intelligence , Oct 2010 ,stefano_mancuso_the_roots_of_plant_intelligence.txt,,Biology,Botany,Collaboration,Plants,Science,,,,,,,,,,,,,,,,,,,,,,,,,
298,http://www.ted.com/talks/tim_jackson_s_economic_reality_check/transcript,Tim Jackson, An economic reality check , Oct 2010 ,tim_jackson_s_economic_reality_check.txt,,Economics,Global,development,Green,Poverty,Sustainability,,,,,,,,,,,,,,,,,,,,,,,,
299,http://www.ted.com/talks/eben_bayer_are_mushrooms_the_new_plastic/transcript,Eben Bayer, Are mushrooms the new plastic? , Oct 2010 ,eben_bayer_are_mushrooms_the_new_plastic.txt,,Anthropocene,Environment,Green,Manufacturing,Nature,Plastic,Product,design,Technology,,,,,,,,,,,,,,,,,,,,,
300,http://www.ted.com/talks/inge_missmahl_brings_peace_to_the_minds_of_afghanistan/transcript,Inge Missmahl, Bringing peace to the minds of Afghanistan , Sep 2010 ,inge_missmahl_brings_peace_to_the_minds_of_afghanistan.txt,,PTSD,Brain,Depression,Global,issues,Mental,health,Peace,Politics,Poverty,Psychology,Violence,War,,,,,,,,,,,,,,,,,
301,http://www.ted.com/talks/sebastian_seung/transcript,Sebastian Seung, I am my connectome , Sep 2010 ,sebastian_seung.txt,,Brain,Mind,Science,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,
302,http://www.ted.com/talks/julian_treasure_shh_sound_health_in_8_steps/transcript,Julian Treasure, Shh! Sound health in 8 steps , Sep 2010 ,julian_treasure_shh_sound_health_in_8_steps.txt,,Senses,Design,Music,Nature,Psychology,Science,Sound,,,,,,,,,,,,,,,,,,,,,,,
303,http://www.ted.com/talks/annie_lennox_why_i_am_an_hiv_aids_activist/transcript,Annie Lennox, Why I am an HIV/AIDS activist , Sep 2010 ,annie_lennox_why_i_am_an_hiv_aids_activist.txt,,AIDS,Africa,Activism,Health,Personal,growth,,,,,,,,,,,,,,,,,,,,,,,,
304,http://www.ted.com/talks/mitchell_besser_mothers_helping_mothers_fight_hiv/transcript,Mitchell Besser, Mothers helping mothers fight HIV , Sep 2010 ,mitchell_besser_mothers_helping_mothers_fight_hiv.txt,,AIDS,Africa,Community,Health,Health,care,Women,,,,,,,,,,,,,,,,,,,,,,,
305,http://www.ted.com/talks/steven_johnson_where_good_ideas_come_from/transcript,Steven Johnson, Where good ideas come from , Sep 2010 ,steven_johnson_where_good_ideas_come_from.txt,,Collaboration,Innovation,Novel,Science,Technology,,,,,,,,,,,,,,,,,,,,,,,,,
306,http://www.ted.com/talks/christien_meindertsma_on_pig_05049/transcript,Christien Meindertsma, How pig parts make the world turn , Sep 2010 ,christien_meindertsma_on_pig_05049.txt,,Books,Business,Consumerism,Design,Engineering,Food,Medicine,Product,design,,,,,,,,,,,,,,,,,,,,,
307,http://www.ted.com/talks/caroline_phillips_hurdy_gurdy_for_beginners/transcript,Caroline Phillips, Hurdy-gurdy for beginners , Sep 2010 ,caroline_phillips_hurdy_gurdy_for_beginners.txt,,Culture,History,Music,Performance,Singer,Technology,,,,,,,,,,,,,,,,,,,,,,,,
308,http://www.ted.com/talks/jessa_gamble_how_to_sleep/transcript,Jessa Gamble, Our natural sleep cycle is nothing like what we do now , Sep 2010 ,jessa_gamble_how_to_sleep.txt,,Evolution,Humanity,Personal,growth,Science,Self,,,,,,,,,,,,,,,,,,,,,,,,
309,http://www.ted.com/talks/alwar_balasubramaniam_sculpture_of_substance_and_absence/transcript,Alwar Balasubramaniam, Art of substance and absence , Sep 2010 ,alwar_balasubramaniam_sculpture_of_substance_and_absence.txt,,Art,Design,Entertainment,Visualizations,,,,,,,,,,,,,,,,,,,,,,,,,,
310,http://www.ted.com/talks/sugata_mitra_the_child_driven_education/transcript,Sugata Mitra, The child-driven education , Sep 2010 ,sugata_mitra_the_child_driven_education.txt,,Children,Education,Global,development,Global,issues,Technology,Web,,,,,,,,,,,,,,,,,,,,,,
311,http://www.ted.com/talks/rachel_sussman_the_world_s_oldest_living_things/transcript,Rachel Sussman, The world's oldest living things , Sep 2010 ,rachel_sussman_the_world_s_oldest_living_things.txt,,Biodiversity,Biology,Environment,Life,Nature,Photography,Trees,,,,,,,,,,,,,,,,,,,,,,,
312,http://www.ted.com/talks/derek_sivers_keep_your_goals_to_yourself/transcript,Derek Sivers, Keep your goals to yourself , Sep 2010 ,derek_sivers_keep_your_goals_to_yourself.txt,,Goal-setting,Motivation,Personal,growth,Self,Storytelling,Success,,,,,,,,,,,,,,,,,,,,,,,
313,http://www.ted.com/talks/his_holiness_the_karmapa_the_technology_of_the_heart/transcript,His Holiness the Karmapa, The technology of the heart , Sep 2010 ,his_holiness_the_karmapa_the_technology_of_the_heart.txt,,Brain,Culture,Happiness,Religion,Society,,,,,,,,,,,,,,,,,,,,,,,,,
314,http://www.ted.com/talks/johan_rockstrom_let_the_environment_guide_our_development/transcript,Johan Rockstrom, Let the environment guide our development , Aug 2010 ,johan_rockstrom_let_the_environment_guide_our_development.txt,,Anthropocene,Agriculture,Cities,Climate,change,Environment,Global,issues,,,,,,,,,,,,,,,,,,,,,,
315,http://www.ted.com/talks/nic_marks_the_happy_planet_index/transcript,Nic Marks, The Happy Planet Index , Aug 2010 ,nic_marks_the_happy_planet_index.txt,,TED,Books,Big,problems,Culture,Data,Economics,Global,issues,Happiness,Statistics,,,,,,,,,,,,,,,,,,,
316,http://www.ted.com/talks/dan_cobley_what_physics_taught_me_about_marketing/transcript,Dan Cobley, What physics taught me about marketing , Aug 2010 ,dan_cobley_what_physics_taught_me_about_marketing.txt,,Business,Marketing,Math,Physics,,,,,,,,,,,,,,,,,,,,,,,,,,
317,http://www.ted.com/talks/lee_hotz_inside_an_antarctic_time_machine/transcript,Lee Hotz, Inside an Antarctic time machine , Aug 2010 ,lee_hotz_inside_an_antarctic_time_machine.txt,,Climate,change,News,Science,,,,,,,,,,,,,,,,,,,,,,,,,,
318,http://www.ted.com/talks/david_mccandless_the_beauty_of_data_visualization/transcript,David McCandless, The beauty of data visualization , Aug 2010 ,david_mccandless_the_beauty_of_data_visualization.txt,,Complexity,Computers,Data,Design,Visualizations,,,,,,,,,,,,,,,,,,,,,,,,,
319,http://www.ted.com/talks/maz_jobrani_make_jokes_not_bombs/transcript,Maz Jobrani, Did you hear the one about the Iranian-American? , Aug 2010 ,maz_jobrani_make_jokes_not_bombs.txt,,Iran,Middle,East,Comedy,Entertainment,Humor,Politics,,,,,,,,,,,,,,,,,,,,,,,
320,http://www.ted.com/talks/jamil_abu_wardeh_bringing_comedy_to_the_axis_of_evil/transcript,Jamil Abu-Wardeh, The Axis of Evil Middle East Comedy Tour , Aug 2010 ,jamil_abu_wardeh_bringing_comedy_to_the_axis_of_evil.txt,,Comedy,Entertainment,Humor,Politics,,,,,,,,,,,,,,,,,,,,,,,,,,
321,http://www.ted.com/talks/peter_molyneux_demos_milo_the_virtual_boy/transcript,Peter Molyneux," Meet Milo, the virtual boy ", Aug 2010 ,peter_molyneux_demos_milo_the_virtual_boy.txt,,AI,Children,Computers,Design,Gaming,Psychology,Technology,,,,,,,,,,,,,,,,,,,,,,,
322,http://www.ted.com/talks/sheryl_wudunn_our_century_s_greatest_injustice/transcript,Sheryl WuDunn, Our century's greatest injustice , Aug 2010 ,sheryl_wudunn_our_century_s_greatest_injustice.txt,,Slavery,Economics,Education,Feminism,Global,development,Poverty,Trafficking,Women,Yesallwomen,,,,,,,,,,,,,,,,,,,,
323,http://www.ted.com/talks/jason_clay_how_big_brands_can_save_biodiversity/transcript,Jason Clay, How big brands can help save biodiversity , Aug 2010 ,jason_clay_how_big_brands_can_save_biodiversity.txt,,Business,Environment,Green,Sustainability,,,,,,,,,,,,,,,,,,,,,,,,,,
324,http://www.ted.com/talks/lewis_pugh_s_mind_shifting_mt_everest_swim/transcript,Lewis Pugh, My mind-shifting Everest swim , Jul 2010 ,lewis_pugh_s_mind_shifting_mt_everest_swim.txt,,Activism,Adventure,Climate,change,Global,issues,Science,Sports,,,,,,,,,,,,,,,,,,,,,,
325,http://www.ted.com/talks/laurie_santos/transcript,Laurie Santos, A monkey economy as irrational as ours , Jul 2010 ,laurie_santos.txt,,Brain,Business,Design,Economics,Money,Monkeys,Psychology,Science,,,,,,,,,,,,,,,,,,,,,,
326,http://www.ted.com/talks/sheena_iyengar_on_the_art_of_choosing/transcript,Sheena Iyengar, The art of choosing , Jul 2010 ,sheena_iyengar_on_the_art_of_choosing.txt,,Business,Choice,Culture,Decision-making,Economics,Psychology,Social,change,Society,,,,,,,,,,,,,,,,,,,,,
327,http://www.ted.com/talks/tan_le_a_headset_that_reads_your_brainwaves/transcript,Tan Le, A headset that reads your brainwaves , Jul 2010 ,tan_le_a_headset_that_reads_your_brainwaves.txt,,Brain,Computers,Design,Entertainment,Interface,design,Mind,Technology,,,,,,,,,,,,,,,,,,,,,,
328,http://www.ted.com/talks/dimitar_sasselov_how_we_found_hundreds_of_potential_earth_like_planets/transcript,Dimitar Sasselov, How we found hundreds of potential Earth-like planets , Jul 2010 ,dimitar_sasselov_how_we_found_hundreds_of_potential_earth_like_planets.txt,,Planets,Astronomy,Biology,Extraterrestrial,life,Life,Technology,Universe,,,,,,,,,,,,,,,,,,,,,,
329,http://www.ted.com/talks/naif_al_mutawa_superheroes_inspired_by_islam/transcript,Naif Al-Mutawa, Superheroes inspired by Islam , Jul 2010 ,naif_al_mutawa_superheroes_inspired_by_islam.txt,,Islam,Art,Culture,Peace,,,,,,,,,,,,,,,,,,,,,,,,,,
330,http://www.ted.com/talks/julian_assange_why_the_world_needs_wikileaks/transcript,Julian Assange, Why the world needs WikiLeaks , Jul 2010 ,julian_assange_why_the_world_needs_wikileaks.txt,,Surveillance,Communication,Global,issues,Iraq,Military,News,Politics,Technology,,,,,,,,,,,,,,,,,,,,,
331,http://www.ted.com/talks/elif_shafak_the_politics_of_fiction/transcript,Elif Shafak, The politics of fiction , Jul 2010 ,elif_shafak_the_politics_of_fiction.txt,,Culture,Novel,Politics,Storytelling,Women,,,,,,,,,,,,,,,,,,,,,,,,,
332,http://www.ted.com/talks/ethan_zuckerman/transcript,Ethan Zuckerman, Listening to global voices , Jul 2010 ,ethan_zuckerman.txt,,Communication,Global,issues,Language,News,Technology,Web,,,,,,,,,,,,,,,,,,,,,,,
333,http://www.ted.com/talks/matt_ridley_when_ideas_have_sex/transcript,Matt Ridley, When ideas have sex , Jul 2010 ,matt_ridley_when_ideas_have_sex.txt,,Business,Collaboration,Design,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,
334,http://www.ted.com/talks/aditi_shankardass_a_second_opinion_on_learning_disorders/transcript,Aditi Shankardass, A second opinion on developmental disorders , Jun 2010 ,aditi_shankardass_a_second_opinion_on_learning_disorders.txt,,Children,Medicine,Neuroscience,Science,Technology,,,,,,,,,,,,,,,,,,,,,,,,,
335,http://www.ted.com/talks/ananda_shankar_jayant_fights_cancer_with_a_dance/transcript,Ananda Shankar Jayant, Fighting cancer with dance , Jun 2010 ,ananda_shankar_jayant_fights_cancer_with_a_dance.txt,,Cancer,Dance,Music,Performance,Personal,growth,Storytelling,,,,,,,,,,,,,,,,,,,,,,,
336,http://www.ted.com/talks/anil_gupta_india_s_hidden_hotbeds_of_invention/transcript,Anil Gupta, India's hidden hotbeds of invention , May 2010 ,anil_gupta_india_s_hidden_hotbeds_of_invention.txt,,Creativity,Entrepreneur,Innovation,Invention,Poverty,,,,,,,,,,,,,,,,,,,,,,,,,
337,http://www.ted.com/talks/kavita_ramdas_radical_women_embracing_tradition/transcript,Kavita Ramdas," Radical women, embracing tradition ", Apr 2010 ,kavita_ramdas_radical_women_embracing_tradition.txt,,Culture,Feminism,Social,change,Women,,,,,,,,,,,,,,,,,,,,,,,,,
338,http://www.ted.com/talks/shukla_bose_teaching_one_child_at_a_time/transcript,Shukla Bose, Teaching one child at a time , Mar 2010 ,shukla_bose_teaching_one_child_at_a_time.txt,,Children,Education,Global,development,Poverty,Teaching,,,,,,,,,,,,,,,,,,,,,,,,
339,http://www.ted.com/talks/shekhar_kapur_we_are_the_stories_we_tell_ourselves/transcript,Shekhar Kapur, We are the stories we tell ourselves , Mar 2010 ,shekhar_kapur_we_are_the_stories_we_tell_ourselves.txt,,Creativity,Entertainment,Film,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,http://www.ted.com/talks/harsha_bhogle_the_rise_of_cricket_the_rise_of_india/transcript,Harsha Bhogle," The rise of cricket, the rise of India ", Mar 2010 ,harsha_bhogle_the_rise_of_cricket_the_rise_of_india.txt,,Business,Culture,Entertainment,India,Sports,,,,,,,,,,,,,,,,,,,,,,,,,
341,http://www.ted.com/talks/pawan_sinha_on_how_brains_learn_to_see/transcript,Pawan Sinha, How brains learn to see , Feb 2010 ,pawan_sinha_on_how_brains_learn_to_see.txt,,Biology,Health,care,Medicine,Neuroscience,Science,Sight,,,,,,,,,,,,,,,,,,,,,,,
342,http://www.ted.com/talks/sendhil_mullainathan/transcript,Sendhil Mullainathan, Solving social problems with a nudge , Feb 2010 ,sendhil_mullainathan.txt,,Big,problems,Brain,Economics,Global,issues,Health,Sanitation,Technology,Women,,,,,,,,,,,,,,,,,,,,
343,http://www.ted.com/talks/derek_sivers_weird_or_just_different/transcript,Derek Sivers," Weird, or just different? ", Jan 2010 ,derek_sivers_weird_or_just_different.txt,,Business,Creativity,Map,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,http://www.ted.com/talks/jane_chen_a_warm_embrace_that_saves_lives/transcript,Jane Chen, A warm embrace that saves lives , Jan 2010 ,jane_chen_a_warm_embrace_that_saves_lives.txt,,TED,Fellows,Children,Design,Entrepreneur,Health,Innovation,Invention,Medicine,,,,,,,,,,,,,,,,,,,,,
345,http://www.ted.com/talks/eve_ensler_embrace_your_inner_girl/transcript,Eve Ensler, Embrace your inner girl , Jan 2010 ,eve_ensler_embrace_your_inner_girl.txt,,Culture,Feminism,Gender,Self,Social,change,Women,Yesallwomen,,,,,,,,,,,,,,,,,,,,,,
346,http://www.ted.com/talks/ravin_agrawal_10_young_indian_artists_to_watch/transcript,Ravin Agrawal, 10 young Indian artists to watch , Jan 2010 ,ravin_agrawal_10_young_indian_artists_to_watch.txt,,Asia,Art,Design,Future,India,,,,,,,,,,,,,,,,,,,,,,,,,
347,http://www.ted.com/talks/lalitesh_katragadda_making_maps_to_fight_disaster_build_economies/transcript,Lalitesh Katragadda," Making maps to fight disaster, build economies ", Jan 2010 ,lalitesh_katragadda_making_maps_to_fight_disaster_build_economies.txt,,Cities,Collaboration,Design,Map,Technology,,,,,,,,,,,,,,,,,,,,,,,,,
348,http://www.ted.com/talks/kiran_bir_sethi_teaches_kids_to_take_charge/transcript,Kiran Sethi," Kids, take charge ", Jan 2010 ,kiran_bir_sethi_teaches_kids_to_take_charge.txt,,Children,Education,India,Leadership,Social,change,Society,,,,,,,,,,,,,,,,,,,,,,,
349,http://www.ted.com/talks/kartick_satyanarayan_how_we_rescued_the_dancing_bears/transcript,Kartick Satyanarayan," How we rescued the ""dancing"" bears"" ", Jan 2010 ,kartick_satyanarayan_how_we_rescued_the_dancing_bears.txt,,Activism,Animals,Biodiversity,Environment,Social,change,,,,,,,,,,,,,,,,,,,,,,,,
350,http://www.ted.com/talks/romulus_whitaker_the_real_danger_lurking_in_the_water/transcript,Romulus Whitaker, The real danger lurking in the water , Jan 2010 ,romulus_whitaker_the_real_danger_lurking_in_the_water.txt,,Animals,Biodiversity,Ecology,Environment,Water,,,,,,,,,,,,,,,,,,,,,,,,,
351,http://www.ted.com/talks/nick_veasey_exposing_the_invisible_1/transcript,Nick Veasey, Exposing the invisible , Jan 2010 ,nick_veasey_exposing_the_invisible_1.txt,,Art,Nature,Photography,Science,,,,,,,,,,,,,,,,,,,,,,,,,,
352,http://www.ted.com/talks/vs_ramachandran_the_neurons_that_shaped_civilization/transcript,Vilayanur Ramachandran, The neurons that shaped civilization , Jan 2010 ,vs_ramachandran_the_neurons_that_shaped_civilization.txt,,Biology,Brain,Cities,Cognitive,science,Evolution,Neuroscience,Science,,,,,,,,,,,,,,,,,,,,,,
353,http://www.ted.com/talks/bertrand_piccard_s_solar_powered_adventure/transcript,Bertrand Piccard, My solar-powered adventure , Jan 2010 ,bertrand_piccard_s_solar_powered_adventure.txt,,Adventure,Aircraft,Engineering,Green,Solar,energy,Technology,,,,,,,,,,,,,,,,,,,,,,,
